x1,x2,y
0.5214483533401026,0.06562524639485458,0
-0.420994233727776,0.5333681766701562,0
0.020764762307290022,-0.15237527243685475,0
-0.8085915925579387,-0.5521897544407218,0
0.8584051097572766,0.4342224440938329,0
0.8549822700348643,-0.49177659870953483,0
-0.6999105410756248,-0.7009803484586095,0
0.386892417321613,-0.7387899386861122,0
-0.15834908076903864,-0.18306599947055988,0
-0.6142109361987341,-0.009375149612802135,0
-0.5948351020337684,-0.5343862071433952,0
-0.36704904009038375,0.1701787660168142,0
0.014620372780255424,0.9739745665249389,0
0.5421250640428523,-0.11335648330835724,0
0.4412494890239852,-0.3853776061172071,0
-0.037665343326946106,-0.4856159223544258,0
0.8877545577800576,0.28607630000374235,0
0.2292445724640273,-0.7258791585201011,0
0.771319544682641,-0.19498845348617685,0
0.6167971414013479,0.13881558951542375,0
-0.6126571870591624,0.5047482968744319,0
0.6560437216610606,-0.33308113203810735,0
0.15011172579315893,-0.7195256737798831,0
-0.6995757661577036,-0.2856998010468575,0
-0.21611355948409533,-0.9749076410506161,0
0.3607240846876177,0.8078840974761827,0
0.1571807328343873,-0.38822592453037447,0
-0.5489541225917793,0.29294244042323797,0
0.12858125458264377,-0.32327873393200185,0
0.20323747305504247,0.14039533770331752,0
0.11183280845954202,-0.7880739708891948,0
0.117593335776042,-0.7676782343933208,0
-0.06185720390121419,0.5719547278468079,0
0.26888307313534127,-0.48099101404905154,0
0.5342647683924462,0.37113286473689944,0
0.6173186682216224,-0.14998798073431077,0
-0.8239655554522778,0.01261602773360949,0
0.5789043520993605,0.05076502218575563,0
-0.5722451176524482,0.3729950935906248,0
0.432706599819668,0.3825376887342457,0
-0.1078206438413713,-0.011786679282589616,0
-0.037204338184191256,-0.38761554228472744,0
-0.4365337536664846,0.14064907480056588,0
0.7982228241927367,0.34175240743350954,0
0.5927279803720042,-0.7036167575080027,0
-0.5651019101701998,-0.09663576007227749,0
-0.3521278707952833,0.6138109073143515,0
0.9623298226153872,-0.19649663926174524,0
0.473685706418157,0.7370207164720127,0
0.2699448809775756,0.3082883539730479,0
-0.3766414859882617,0.7140409451775293,0
0.5022345558168674,0.34223538647524726,0
0.5526615053664409,-0.7790857841728206,0
-0.8238179060133504,-0.3519068428321044,0
0.7201788136748677,-0.23248150566655085,0
0.13735378119254105,0.298333446531972,0
0.5495824555119299,0.7561357604032191,0
-0.33732477741725214,-0.26530310662911477,0
-0.2787322643746815,0.40937950798957173,0
-0.5909577151940558,0.29183131118797667,0
0.6036657082356018,-0.07871408701307704,0
-0.4906773617493137,-0.8573013348256047,0
-0.02904446139025965,0.951155104961975,0
0.6196483543917246,0.20399337930479486,0
-0.17992283109498888,-0.7304345405756228,0
0.13863842337059804,0.3557436917562059,0
-0.32892234993733227,-0.10370579757303175,0
-0.5581685456520638,-0.5613411267302186,0
-0.21163797007397994,-0.5071259843170581,0
0.5528521540303384,0.7829219744897419,0
-0.18284241796374429,-0.022236238726638113,0
-0.011677763287289361,0.26089782263464667,0
-0.9201809606075286,-0.15726029510491563,0
-0.4863197432592463,-0.23051152324732793,0
0.3595634554854854,-0.32184360328101186,0
-0.39262488738601514,-0.2463057467491949,0
0.2071148741441388,0.12256142546015579,0
-0.48621884252671754,0.5139167611420722,0
0.9461872761787006,-0.268276126130811,0
-0.8989895053385949,-0.050506317306919596,0
-0.38320556008475176,-0.6736467316383092,0
0.9430624638058683,0.13931916713431858,0
-0.8050226550957955,0.19192469740493043,0
-0.5825530019997789,-0.48744606352992575,0
-0.1657925847360848,0.4966631927541425,0
0.6718856366005622,0.2856222769342592,0
